id;comments
17;"You know you love me, I know you care (Yo, uh-huh)
Just shout whenever and I'll be there (Yo, uh-huh)
You are my love, you are my heart (Yo, uh-huh)
And we will never, ever, ever be apart (Yo, uh-huh)
Are we an item? Girl, quit playing (Yo, uh-huh)
We're just friends, what are you saying? (Yo, uh-huh)
Said, ""There's another"" and looked right in my eyes (Yo, uh-huh)
My first love broke my heart for the first time, and I was like (Yo, uh-huh)
[Justin Bieber:]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
[Justin Bieber (Ludacris):]
Oh, for you, I would've done whatever (Yo, uh-huh)
And I just can't believe we ain't together (Yo, uh-huh)
And I wanna play it cool, but I'm losing you (Yo, uh-huh)
I'll buy you anything, I'll buy you any ring (Yo, uh-huh)
And I'm in pieces, baby, fix me (Yo, uh-huh)
And just shake me 'til you wake me from this bad dream (Yo, uh-huh)
I'm going down, down, down, down (Yo, uh-huh)
And I just can't believe my first love won't be around, and I'm like
[Justin Bieber:]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
[Ludacris:]
(Luda) When I was thirteen, I had my first love
There was nobody that compared to my baby, and nobody came between us nor could ever come above
She had me going crazy, oh, I was starstruck
She woke me up daily, don't need no Starbucks (Woo)
She made my heart pound, and skip a beat
When I see her in the street
And at school on the playground, but I really wanna see her on the weekend
She knows she got me dazing
'Cause she was so amazing
And now my heart is breaking
But I just keep on saying
[Justin Bieber:]
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
Thought you'd always be mine, mine
I'm gone (Yeah-yeah-yeah, yeah-yeah-yeah)
Now I'm all gone (Yeah"
17;@_ishaan01__ says hi
17;Happy Prom dayy:red_heart:️:fire:
18;RODRICK HEFFLEY WHO
18;نستسمحك
18;1st picture is too cute! :smiling_face_with_hearts:
18;5th photo is :fire::clown_face:
18;:fire::red_heart:️
18;AHHH:loudly_crying_face:<3
18;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
18;wow looking good :grinning_face_with_sweat:
18;Sharma lagana Bhool gaya tu apne Naam par :face_with_tears_of_joy:
19;Ohh Disneyland :pleading_face::red_heart:️
19;:smiling_face_with_heart-eyes: co cute
19;So so cuteeee
19;So cute 🫶:medium-light_skin_tone::nazar_amulet:
19;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
19;:growing_heart::growing_heart::growing_heart:
19;So cute :growing_heart::growing_heart:
19;:growing_heart::thumbs_up_light_skin_tone:
19;Looking so beautiful and hotty gorgeous looks . :red_heart:️:red_heart:️:red_heart:️:red_heart:️:growing_heart::growing_heart::growing_heart:
20;:red_heart:️:red_heart:️
20;U edited it like some poster of 2000's romcom
20;It infact has been waiting for you madame
20;Diet mountain dew baby newyork city , never was a girl ever so pretty :sunflower:
20;Mumbai :red_heart:️
20;Made me feel so many emotions. This is what photography is and what I would like to do more. :growing_heart::growing_heart::smiling_face_with_hearts::pleading_face:
20;Damn your smile :red_heart:️:weary_face:
20;Slayyy motherrr :raising_hands::fire:🫶:light_skin_tone::collision::collision:
20;@_priyyaaa30 i want her:cowboy_hat_face:
21;:smiling_face_with_heart-eyes:
21;Shirt h&m se liya hai isne:loudly_crying_face::loudly_crying_face:
21;:red_heart:️:red_heart:️
21;:red_heart:️:red_heart:️:red_heart:️
21;In first picture i thought it was your dad
21;For a sec thought Ayesha khan:face_with_tears_of_joy:
21;Badmash ne editing ki hai Juhu mai hai badmash . Bade tej horahe ho :zany_face::smirking_face:
21;Hn krlo bodmaashi Bali mein :sloth::ribbon:
21;Og badmash company
21;Photoshop
22;Hi
22;Did you really forget that your broadcast exists :loudly_crying_face::loudly_crying_face::loudly_crying_face:??
22;Dream
22;Can you follow me back @devraiyanii ??
22;Great photos
22;so cute
22;Himmmm
22;i couldn’t be there :loudly_crying_face::loudly_crying_face:
23;ye GTA wala hai na\
23;Live your life the way a best life should be living girrl:brown_heart:
23;Nicee
23;So cute
23;6 slide damn
23;Cute outfit 🫶:light_skin_tone:
23;Umm Beautiful :tulip:
23;Omg shorts from ????
23;i only lived these moments through GTA 5
23;Living :blue_heart:
24;birddy feels :bird:‍:black_large_square::black_heart:
24;Random gc ?
24;1,2,3,4,5,6,8 : 2050.  7: 2016 :goblin:
24;:prince_light_skin_tone:🫶:light_skin_tone:
24;Random gc 🥹
24;:fire:
24;tutorial give
24;Weeknd Ahh Creative :fire::clapping_hands:
24;saras post:check_mark_button:
24;7/8 :palms_up_together_medium-light_skin_tone:
25;Lifafa nahi bhai please
25;:fire:
25;:red_heart:️:red_heart:️:red_heart:️:red_heart:️
25;Youre so damm fine :smiling_face_with_heart-eyes::face_exhaling:
25;The fact that you said heart @realhimesh :smiling_face:️:victory_hand:️
25;Why are you wearing mouny Roy on your shirt!?:face_with_tears_of_joy:
25;Ur smile:red_heart:️:fire::smiling_face_with_heart-eyes:..
25;Bhai Lifafa Ko Mainstream Karke Manega Tu:pensive_face:
25;:chart_increasing::rocket:
25;Wait..why he kinda…
26;Last slide, very insightful. So smurt. Congratulationzz
26;6
26;I thought your real name was arusha reddy ramanathan for a sec there
26;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
26;Computer science graduated Manoj
26;Bro Mera KoumPter theek kardooo?
26;where is it?@gxuriii.05
26;@gamor_11 LA
27;I had a crush on tht biscuit guy since forever… I couldn’t hv ever guessed that’s gonna be him :smiling_face_with_heart-eyes::face_with_tears_of_joy:
27;Yo I was born in 2007 :exploding_head:
27;"So you were the one whom I saw and thought ""ye ldka kitna cute hai"" when I was 6!!"
27;I knew I had seen you somewhere
27;Bhai tu bachpan se star
27;Bro is a star
27;:fire:
27;@barkha_shuklaaa muh ki bat chhin li
27;@barkha_shuklaaa request accept krlo yar
28;The lights :loudly_crying_face::sloth::pinched_fingers_light_skin_tone::fire::fire:
28;crazy post
28;:face_with_tears_of_joy:gosh
28;Biggishhhh
28;yes
28;Living my dream
28;Which reel
28;I'm so jealous
28;angelic
28;How does it feel to live my dream life
29;Dev , it’s time to buy an electric guitar and learn how to play it.
29;woah
29;this would look so cool on a tee!!
29;HIl there, pls speak about Palestine, how there is a literal genocide taking place as we speak. just one post to inform the people of India, and other places. Innocent children, elderly, and family are currently being wiped out. PLS HELP FOR THE SAKE OF HUMANITY, if u want to know more pls search on google and there are plenty of web pages telling us the current situation. There are many donation websites such as gofundme this is an authorised donation centre. pls even $1 will help a child in Gaza. Pls i really value ur work. This would mean so much. PLS HELP OUT. :Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::red_heart:️
29;valorant new agent
29;@wizard_bisan1 follows you please tune in please raise awareness please use your platform :folded_hands:
29;3rd pic is OP
29;:fire::fire:
29;Biryani ka ekadam Dam Nikal Diya:smiling_face_with_heart-eyes:
29;See D M :)
30;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::purple_heart::purple_heart::OK_hand::OK_hand::OK_hand:look so stunning and gorgeous in purple with cute smile
30;Made a private just to comment on your posts pookie :ribbon:
30;It's time now
30;:raising_hands:
30;Good jeans :jeans:
30;Girl :cross_mark:️ angel :check_mark_button:️
30;Cutiee asff:ribbon::growing_heart::tulip::raising_hands:
30;:crying_face:
30;@ritisha_patra tu gyi thi na shimla
31;Gross!!!
31;
31;
31;I feel insafe
31;Wtf cen you Not Show that :eyes:
31;bro went from :rainbow: :ribbon::nail_polish: to :supervillain_medium-light_skin_tone::black_heart::pirate_flag:
31;the silence of her dancing to Karma again
31;Que feo tu tatu :(
31;Du sind ein Mann
32;O dear just like stop posting
32;
32;I hate you :rolling_on_the_floor_laughing:
32;Ewwwwwwww
32;One time my sister and I got a cameo with Jojo for our nieces 5th birthday in 2020. Is it too late to get a refund?
32;Youre literally crotch grabbing in front of children like i get you want to be grown but like there’s a time and place and you can release your perve ass videos and it’s up to the parents to keep their kids away but you do it on stage after pointing to a 6 year old and then grab yourself you’re basically a pedophile
32;It’s weird how she’s tryin to be so “adult” and just ends up acting more like a child
32;This is why Chicago sucks.
32;Boooooo pride sucks just like you.  Boooooo
33;4th is my personal fav :pleading_face:
33;Beautiful onlyyyyy>>>:loudly_crying_face::red_heart:️ @tarini_shah
33;Jeans from ? @tarini_shah
33;aesthetic 🫰:medium-light_skin_tone:
33;:face_blowing_a_kiss::yellow_heart:
33;:fire::fire::fire:
33;:red_heart:️:red_heart:️:red_heart:️
33;:fire:
33;You forgot to tie your laces Madame
33;:red_heart:️:red_heart:️:red_heart:️
34;Watched more than :infinity:️
34;Moti sali
34;:love-you_gesture::sign_of_the_horns:
34;:red_heart:️
34;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️
34;areh ye toh pookie hai:face_savoring_food::disappointed_face::ribbon:
35;cutieeee:smiling_face_with_heart-eyes:
35;Top?
35;@dhruvnessss moti :pig::pig_face:
35;:fire::fire::smiling_face_with_heart-eyes:
35;Konsa filter hai
35;Mujhe pyaar hojaega. Hojaega kya hogya.
35;I wish I could smell your armpits
35;Sunshine girl :heart_with_ribbon:
35;Love that glow!
35;Top from?
36;Cuteness
36;:red_heart:️wow
36;y so seriouss vroo:grinning_face_with_sweat::sparkles:
36;Very cute:thumbs_down::thumbs_down::thumbs_down::thumbs_down:
36;YOURE SO PRETTY
36;EXCUSE ME??!
36;Wow
36;Thoda muskura bhi diya karo :fire:
36;I thought this was Brent Rivera for a second
37;:red_heart:️:smiling_face_with_heart-eyes: @ishaanvohraa
37;Who tf is pee?
37;Wtf you so pretty (not in simp way)
37;Why is this guy so pretty
37;@just_kiro lmao from a show - euphoria
38;:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
38;Last pic mein to chair bina chair person hai:face_with_tears_of_joy:
38;@ishaaarth we do 4th photu
38;What's Tonight?
38;@_.dhruty8802._ simp wtf
38;@lol_sidd_ dont be jealous baba
39;2nd pic :face_with_tears_of_joy: girls expression says it all
39;You resemble @ishaankhatter stronglyyy
39;:red_heart:️
39;Check DM for an urgent collab
39;OIII REELS BANANA YARRR PLS:smiling_face_with_hearts:
39;Is this madness.. CrAzy.. Called GENZ?
39;ishaan falls in love with himself and fights with himself for himself #plot
39;"student of the year 3 is releasing and the 1st pic is the poster:weary_face:
#solo"
39;:smiling_face_with_hearts::smiling_face_with_hearts:
39;im on Ishaan Vohras main omg :face_screaming_in_fear:
40;Is that Dagshai?
40;Cute:smiling_face_with_heart-eyes:
40;Can I ask aquestion to you.
40;I knew it i knew it ,it was u in tht ad:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::red_heart:
40;Intezaar of people start taking photos with you :camera_with_flash:
40;Arre so sundar:weary_face:
40;Not the Spotify ad:loudly_crying_face:
40;@jeez.shreya
40;Bruise on your knee
41;Cringe
41;You look stunning :hundred_points:
41;Check DM for something exciting :watermelon:
41;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::fire::fire::fire::red_heart:️:red_heart:️:red_heart:️
41;who are u flirting with this is so embaradsig for y
41;was that a bird or a plane
41;Real I'd se aa aryan Khan
41;Hey, we have a very exciting event coming up. Kindly check your DMs :)
41;Bro how are your chashmas floating?
41;@aryaan_patel67  is impersonating you
42;:fire::fire:
42;I like your insAllah part :smiling_face_with_heart-eyes:
42;InshaAllah
42;Insha Allah
42;:clapping_hands::clapping_hands::clapping_hands::clapping_hands::raising_hands:
42;:FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button::FREE_button:
42;:fire::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone:
42;Aamiin :smiling_face_with_heart-eyes:
42;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️
42;@martinygu91 noooooo frrrrrrrrrrr let's go watch it together when it come out :face_with_tears_of_joy::red_heart:️
43;I want to make my own too can u please tell about it :beaming_face_with_smiling_eyes:
43;"There's a visually similar looking webtoon called ""there are no demons"" have a quick peak on that"
43;Yani ki??
43;Iwantyoutomakemydesigntoo:red_heart:️
43;im scared
43;this fucks immensely
43;Are u still doing CS :face_with_tears_of_joy:?
43;looking borderline mitthu don
43;Reply to my email bro :loudly_crying_face:
44;The most basic ass project in NLP but well, at least you did something so that's good job!
44;Msg karo
44;Handsome :smiling_face_with_heart-eyes:
44;So is no one gonna talk about the pubic trust?
44;Tum aunties ki daaru party mein invite maang rhe thhe na, dekha maine!!
44;moustache dev is giving dharavi gunda vibes
44;Do u cross reference information based on other news sources or do u exploit writing styles in training data?
44;So project pic is for you still doing CS, have any idea what __init__() is?
44;Pubic trust
44;Solid problem to solve, love the idea of the project, much needed indeed
45;No Talent, Horrible Performance, Yells out at other performers concerts, can't take a boooo from audience. She's trying to be old school Miley Cyrus. Only difference is that Miley can sing, Likeable, knew how to push buttons but keep it with talent. Lord what an attention seeker :clown_face:
45;8th bro is tryna be hot:face_with_tears_of_joy:
45;Corporate Pride
45;Love this outfit!! :fire::smiling_face_with_heart-eyes::red_heart:️
45;
45;You rock those clothes JoJo
45;Hey u song stealer
45;@itsjojosiwa I like your costume
46;Why she dressed like that
46;@itsjojosiwa You have issues. I really don’t know what your problem is these days.
46;
46;Pizza gate
46;Another Miley pose-give it up
46;Is this a guy
46;I hungry
46;jojo u jus made my day :beaming_face_with_smiling_eyes:
46;trust me I want to miss out
46;Why are people like you famous? You’re an idiot
47;Happy Birthday
47;I remember my first beer
47;Disney ears.....100% grooming. If you're a parent and don't agree you're oblivious.
47;KAAAARMA A BBBBBB
47;IMM YOUR BIGGEST FAAAAN
47;:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:
47;:fire::fire::fire:
47;@siomyflawless ur joking
48;please block me
48;Buying these noodles rn rn
48;goddamn
48;god damn hahahaha.
48;ishaan im so mf proud of you actually
48;these are actually v tasty
48;Flight nostalgia
48;Once upon a time Ishan used to post “funny” reels
49;<<3
49;That confident smile completes the picture perfectly :hundred_points::red_heart:️
49;9/10 is the visual representation of what we say “men in suits:face_exhaling:”
49;:red_heart:️:red_heart:️:raising_hands:
49;Sasta deeway :moai:
49;Stepmom ummmm
49;@_riddhi_uppal shaadi scenes with me when
49;Mans is so damn beautiful :pleading_face::pinched_fingers_medium_skin_tone:
49;@_a_v_e_y_ blockbuster movie avi bhai
50;you in a black kurta>>>>>>:smiling_face_with_heart-eyes:
50;You are looking very handsome in kurta.:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
50;this is my favourite picture of u
50;Kuttta :face_with_open_mouth:
50;Hairstyle tutorial when
50;:fire:
50;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
50;Please check your inbox
50;Cute:smiling_face_with_heart-eyes:
51;:red_heart:️:red_heart:️:red_heart:️:red_heart:️
51;@thasifig___
51;GOD IS A WOMAN and it's definitely you.
51;Pookie I got you ye konsa filter hai iska naam bata do aur Instagram ka hi hai na :winking_face_with_tongue:
51;Jaanvi Kapoor without lip filler :raising_hands::red_heart:️
51;:white_heart::white_heart:
51;Saree ki hi izzat rkh leti bhen
51;@_a.ananyyaa omg:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
52;Amaterasu
52;Eru desu ka ?
52;Re saale pagal
52;@its.swati.here crush update. Ok by.
53;Life goes .. On n on n on n on n ln
53;Onion :place_of_worship::wind_face:️
53;:onion::onion::onion::onion::onion:
53;Life goes on
53;Down the hill :broken_heart:
53;Out
53;Yesss just move forward... anyways look Cute here:cherry_blossom:
54;:red_heart:️:red_heart:️
54;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
54;Super
54;Random gc? Dm
55;Tanee don’t show:crying_face:
55;Aah look at the pinned tweet but girl doesn't wanna speak about sindhi hindu girls who forcefully converted in pakistan and literally roams around with pakistanis :face_vomiting::face_vomiting:
55;:red_heart:️:red_heart:️
55;:fire::fire::fire:
55;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
55;:white_heart:
55;@tanya_prvttt
56;jacket from?
56;You go girl!! You are literally living my dreams! I am so happy to see you travelling! Be the best
56;When you realise that your country is most the beautiful place on planet :ringed_planet: :growing_heart::red_heart:️ @the.rebel.kid
56;:red_heart:️:loudly_crying_face:
56;:growing_heart::loudly_crying_face:
56;Cute :red_heart:️
56;for some reason jatin merko buddy kam bunny zada lagne laga hai:ribbon:
56;:growing_heart::growing_heart:
56;Read the caption and thought I'll tag you @manalishah_
57;Can you drop a link of red Zara dress pls.. loved it :red_heart:️
57;Hiii
57;Uhh so cute i know uhh text me :loudly_crying_face:
57;Uhh so cute i know uhh text me :loudly_crying_face:
58;귀여운 :raising_hands:
58;Good :beating_heart: morning
58;Hot.luking.jaan:fire::fire::fire:.love.you.tu:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
58;:fire::fire:
58;Pretty bbg:loudly_crying_face::white_heart:
58;I'M IN LOVE WITH YOUR OUTFIT:white_heart::white_heart::white_heart::white_heart::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
58;:red_heart:️:fire:
58;sooo cute:ribbon::ribbon::ribbon:
58;Which place is this:red_heart:️
59;Congratulations!!!!!:clapping_hands::party_popper:
59;Oooh! I just realised that you and my cousin went to the same school and graduated on the same day :raising_hands:
59;the saree looks unreal:smiling_face_with_heart-eyes:
59;soosoo beautiful congratulations cutieee!!!🥹:red_heart:️:red_heart:️
59;Muje tum most most most most most beautiful girl in the world :globe_showing_Europe-Africa::woman_dancing::heart_suit:️lagti ho
59;Advertisement me bhi graduation hoti hai !?
59;Congratulations :party_popper::party_popper::party_popper:
59;Congratulations
60;6/9 9/9 :red_heart:️
60;gimme ur outfits
60;hiii girl, you should definitely create a reel about funngro, it will help out your teen audience tremendously ,,please check it out
60;Adorbbbbbbbbbb:purple_heart:
60;See my memes pagee :fire:
60;Ye to mr bean wala food hein,:smiling_face_with_heart-eyes:
60;Lovely :red_heart:️:fire::fire:
60;Cutest
60;@taneesho aap thoda nakhre kaam karo
61;Hey, where's your jacket from in the 6th slide?
61;"The Porsche 911 is an iconic sports car known for its distinctive rear-engine layout and timeless design.

Since its debut in 1964, it has evolved through multiple generations while maintaining core features like the sloping roofline and round headlights.

Renowned for its performance and driving dynamics, the 911 offers a range of models from the base Carrera to high-performancefrom the base Carrera to high-performance variants like the Turbo and GT3.

It also boasts a rich motorsport legacy, having competed successfully in events like the 24 Hours of Le Mans and the Monte Carlo Rally."
61;Big pom pom :hot_face::fire:
61;:fire::fire:
61;Black one :black_heart::black_heart:
61;Love this! :white_heart:
61;SLAYED
61;"Men scroll 
Men Stop 
Men watch 
Men think of her as a girlfriend 
Men thought ""aukat ki bahar""
Men leave 
Men scroll again"
61;Where's your jeans from?!:red_heart:️
61;Last cargos from ?
62;Beautiful :fire::red_heart:️
62;:fire:
62;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
62;Deets?
62;Link
62;Love the fitssss
62;Take me
62;Outfits always slay
62;Link
63;You look like ape isn’t you?
63;Dreamyyy:loudly_crying_face:
